V_TRI_FORM_R_EZ.ACCURACY_SCORE,V_TRI_FORM_R_EZ.ACTIVE_DATE,V_TRI_FORM_R_EZ.ACTIVE_STATUS,V_TRI_FORM_R_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_EZ.CHEM_NAME,V_TRI_FORM_R_EZ.CHEM_PROCESSING_AID,V_TRI_FORM_R_EZ.CITY_NAME,V_TRI_FORM_R_EZ.DISP_LANDFILL_SURF_IMP,V_TRI_FORM_R_EZ.DISP_LAND_TREATMENT,V_TRI_FORM_R_EZ.DISP_OTHER_LAND_DISP,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_2,V_TRI_FORM_R_EZ.FACILITY_NAME,V_TRI_FORM_R_EZ.FAC_CLOSED_IND,V_TRI_FORM_R_EZ.GENERIC_CHEM_NAME,V_TRI_FORM_R_EZ.IMPORTED,V_TRI_FORM_R_EZ.LANDF_8795_RELEASE_NA,V_TRI_FORM_R_EZ.LANDF_8795_RELEASE_RANGE_CODE,V_TRI_FORM_R_EZ.LANDF_8795_TOT_REL,V_TRI_FORM_R_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_EZ.LAND_TREA_BASIS_EST_CODE,V_TRI_FORM_R_EZ.LAND_TREA_RELEASE_RANGE_CODE,V_TRI_FORM_R_EZ.LAND_TREA_TOT_REL,LATITUDE,LONGITUDE,V_TRI_FORM_R_EZ.OFF_SITE_CITY_1,V_TRI_FORM_R_EZ.OFF_SITE_CITY_3,V_TRI_FORM_R_EZ.OFF_SITE_CITY_4,V_TRI_FORM_R_EZ.ONS_WASTESTREAM_CODE_9,V_TRI_FORM_R_EZ.OTH_DISP_TOT_REL,V_TRI_FORM_R_EZ.OTH_LANDF_BASIS_EST_CODE,V_TRI_FORM_R_EZ.OTH_LANDF_RELEASE_NA,V_TRI_FORM_R_EZ.SOURCE,V_TRI_FORM_R_EZ.TRI_CHEM_ID,V_TRI_FORM_R_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_EZ.WATER_TOTAL_RELEASE
200,1987,1,3524.8,Cyclohexane,0,PHILADELPHIA,0,0,0,,PHILADELPHIA ENERGY SOLUTIONS REFINING PHILADELPHIA REFINERY,0,NA,1,,,0,0,,,0,39.9147,-75.2005,,,,,0,,1,Reported,110827,19145TLNTC3144P,0
50,1987,1,255,Ethylbenzene,0,BATH,0,0,0,,KEYSTONE CEMENT CO,0,NA,0,,,0,0,,,0,40.7159,-75.3985,CATLETTSBURG,WEST CHESTER,MIDDLESEX,,0,,1,Reported,100414,18014KYSTNRT329,0
1000,1987,1,0,Ammonia,0,COATESVILLE,0,0,0,,WIRE & CABLE SPECIALTIES INC,0,NA,1,,,0,0,,,0,39.99221,-75.86539,,,,,0,,1,Reported,7664417,1932WWRCBL44HIG,0
25,1987,1,91.3,Hydrogen fluoride,0,BLAIRSVILLE,0,0,0,,WESTINGHOUSE ELECTRIC CO,0,NA,0,,,0,0,,,0,40.446667,-79.308333,CANTON,,,,0,,1,Reported,7664393,15717WSTNGRD4BO,0
30,1987,1,768,Certain glycol ethers,0,PHILADELPHIA,0,0,0,,NATIONAL CHEMICAL LABORATORIES INC,0,NA,0,,,0,0,,,0,39.95914,-75.15507,,,,,0,,1,Reported,N230,19123NTNLC401NO,0
100,1987,1,1069.4,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,NAZARETH,0,0,0,,ESSROC CEMENT CORP,0,NA,0,,,0,0,,,0,40.72966,-75.30078,,,,,0,,1,Reported,N090,18064CPLYCEASTO,0
30,1987,1,0,Lead  And Lead Compounds,0,BRISTOL,0,0,0,,ACTION MANUFACTURING CO,0,NA,1,,,0,0,,,0,40.1149,-74.88667,ATGLEN,,,,0,,1,Reported,N420,1900WCTNMN19RIT,0
50,1987,1,0,Copper,0,PHILADELPHIA,0,0,0,,AMUNEAL MANUFACTURING,0,NA,0,,,0,0,,,0,40.00745,-75.08629,PHILADELPHIA,,,,0,,1,Reported,7440508,1912WMNLMN42194,0
25,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,WYALUSING,0,0,0,,CARGILL MEAT SOLUTIONS CORP,0,NA,0,,,0,0,,,0,41.683889,-76.240833,LERAYSVILLE,,,,0,,1,Reported,N511,18853TYLRPRD1RT,9117
30,1987,1,0,Lead,0,LEWISBERRY,0.0736,0,0,,DORMAN PRODUCTS INC,0,NA,0,,,0,0,,,0,40.17954,-76.84086,RAHWAY,,,,0,,1,Reported,7439921,1733WFLGHT55FIS,0.0797
50,1987,1,0,Methyl isobutyl ketone,0,QUAKERTOWN,0,0,0,,MCADOO & ALLEN  DIV QUAKER COLOR DIV MCADOO & ALLEN  DIV,0,NA,0,,,0,0,C ,,0,40.437508,-75.331003,,,,,0,C ,0,Reported,108101,18951QKRCL201SH,0
18600,2000,1,0.0004758,Dioxin and dioxin-like compounds,0,DANVILLE,0,0,0,,MONTOUR STEAM ELECTRIC STATION,0,NA,0,,,0,0,,,0,41.069974,-76.665133,,,,,0,,1,Reported,N150,17821MNTRS18MCM,0
30,1987,1,1472,Methyl methacrylate,0,PITTSBURGH,0,0,0,,INEOS COMPOSITES US LLC,0,NA,0,,,0,0,,,0,40.49761,-80.09127,EAST CHICAGO,,,,0,,1,Reported,80626,15225SHLND2650N,0
5,1987,1,33241,Methanol,0,ROARING SPRING,0,0,0,,APPVION OPERATIONS INC,0,NA,0,,,0,0,,,0,40.33873,-78.405175,,,,,0,,1,Reported,67561,16673PPLTN100PA,4.36
8,1987,1,7.5,Lead  And Lead Compounds,0,EDINBORO,0,0,0,,PENN-UNION CORP,0,NA,0,,,0,0,,,0,41.877457,-80.121826,DETROIT,,,,0,,1,Reported,N420,16412TLDYN229WA,0
50,1987,1,0,Ammonia,0,BIGLERVILLE,0,0,0,,KNOUSE FOODS COOPERATIVE INC BIGLERVILLE PLANT,0,NA,0,,,0,0,,,0,39.928287,-77.246617,,,,,0,,,Reported,7664417,17307KNSFD53EHA,0
30,1987,1,0,Nickel,0,LANCASTER,0,0,0,,GSM INDUSTRIAL,0,NA,0,,,0,5,,,0,40.04881,-76.40063,,,,,5,,1,Reported,7440020,17601GSMND3249H,0
17430,1987,1,0,Chromium Compounds(Except Chromite Ore Mined In The Transvaal Region),0,SHOEMAKERSVILLE,207.29,0,0,,BULK CHEMICALS INC,1,NA,0,,,0,0,,,0,40.49463,-75.98459,CINCINNATI,LEWISBERRY,,,0,,1,Reported,N090,19541BLKCHOLDRT,0
530,1987,1,4,Nickel compounds,0,WEST MIFFLIN,2,0,0,,USS MON VALLEY WORKS - IRVIN PLANT,0,NA,0,,,0,0,,,0,40.354338,-79.889542,BRADDOCK,DRAVOSBURG,LIBRARY,,0,,1,Reported,N495,15034SSRVNPOBOX,141
31,1987,1,5.53,Cobalt,0,IRVINE,108,0,0,,ELLWOOD NATIONAL FORGE CO,0,NA,0,,,0,0,,,0,41.841555,-79.27005,JAMESTOWN,OREGON,WARREN,,0,,1,Reported,7440484,16329NTNLF1FRON,0
10,1987,1,32000,Sulfuric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),0,PORT ALLEGANY,0,0,0,,ARDAGH GLASS INC,0,NA,0,,,0,0,,,0,41.81787,-78.28699,,,,,0,,1,Reported,7664939,16743BLLGLONEGL,0
33,1987,1,0.018,Mercury  And Mercury Compounds,0,KOPPEL,0,0,0,,IPSCO KOPPEL TUBULARS CORP,0,NA,0,,,0,0,,,0,40.839508,-80.320897,PALMERTON,,,,0,,1,Reported,N458,16136BBCCKMOUNT,0
50,1987,1,0,Cobalt,0,FREEPORT,0,0,0,,OBERG FREEPORT,0,NA,0,,,0,0,,,0,40.67292,-79.71297,NATRONA,,,,0,,1,Reported,7440484,16229BRGNDSILVE,0
30,1987,1,0,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,FAIRLESS HILLS,0,0,0,,HEUBACH LTD,0,NA,0,,,0,0,,,0,40.18575,-74.79063,,,,,0,,,Reported,N090,19030HCTCH99NEW,0
50,1987,1,844,Certain glycol ethers,0,AMBRIDGE,0,0,0,,METAL COATERS,1,NA,0,,,0,0,,,0,40.602241,-80.233939,AVON,,,,0,,1,Reported,N230,15003HHRBR14THS,0
50,1987,1,0,Lead,0,WHEATLAND,0.005,0,0,,MERCER FORGE PLANT 2,0,NA,0,,,0,0,,,0,41.196994,-80.498281,LOWELLVILLE,YOUNGSTOWN,MERCER,,0,,1,Reported,7439921,16161MSPCL100FI,0
17400,1987,1,1.6,Lead compounds,0,NORTHAMPTON,0,9075,0,,NORTHAMPTON GENERATING PLANT,0,NA,0,,,0,0,,,0,40.691957,-75.479887,EBERVALE,,,,0,,1,Reported,N420,18067NRTHM1HORW,4
30,2012,1,10,Hydrogen sulfide,0,WATSONTOWN,0,0,0,,HOEGANAES CORP,0,NA,0,,,0,0,,,0,41.05756,-76.83274,,,,,0,,1,Reported,7783064,17777HGNSCYURIS,0
50,1987,1,0,N N-Dimethylaniline,0,PHILADELPHIA,0,0,0,,INEOS COMPOSITES PHILADELPHIA PLANT,0,NA,0,,,0,0,,,0,39.909557,-75.130454,,,,,0,,,Reported,121697,19148SHLND2801S,0
50,1987,1,255,Pyridine,0,BATH,0,0,0,,KEYSTONE CEMENT CO,0,NA,0,,,0,0,,,0,40.7159,-75.3985,MIDDLESEX,FLANDERS,,,0,,1,Reported,110861,18014KYSTNRT329,0
30,1995,1,5.8,Diisocyanates,0,PITTSBURGH,0,0,0,,CHASE CORP-PITTSBURGH,0,NA,0,,,0,0,,,0,40.48789,-79.86449,GRAFTON,,,,0,,1,Reported,N120,15238CHSCR128FI,0
50,1987,1,0,Chromium Compounds(Except Chromite Ore Mined In The Transvaal Region),0,CORRY,98,0,0,,CORRY FORGE CO - WEST,0,NA,0,,,0,0,,,0,41.922014,-79.641247,NEW CASTLE,,,,0,,1,Reported,N090,1640WCRRYF26WWA,0
5,1987,1,45,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,BURNHAM,146,0,0,,STANDARD STEEL LLC,0,NA,0,,,0,351,,,0,40.636944,-77.571944,PALMERTON,LANCASTER,,,0,M2,0,Reported,N090,17009STNDR500WA,9
30,1987,1,0,Chromium,0,ASTON,0,0,0,,PENNSYLVANIA MACHINE WORKS LLC,0,NA,0,,,0,0,,,0,39.84375,-75.40983,PHILADELPHIA,,,,0,,1,Reported,7440473,19013PNNSY100BE,0
30,1987,1,5,Chromium,0,WHEATLAND,0,0,0,,CRONIMET SPECIALTY METALS USA INC,0,NA,0,,,0,0,,,0,41.1965,-80.49227,LOWELLVILLE,,,,0,,1,Reported,7440473,1616WPMKLC4CUNC,5
50,1987,1,34.039,Manganese,0,TURTLE CREEK,0,0,0,,HOLTEC MANUFACTURING,0,NA,0,,,0,0,,,0,40.40211,-79.83203,PITTSBURGH,FAIRLESS HILLS,,,0,,1,Reported,7439965,15145STLDN200BR,0
50,1987,1,8,Lead,1,JOHNSONBURG,0,464.509,0,,DOMTAR - JOHNSONBURG MILL,0,NA,0,,,0,8.913,E1,,8.913,41.49085,-78.67752,BRANDY CAMP,BRANDY CAMP,BRANDY CAMP,,0,,1,Reported,7439921,15845PNNTC100CE,32.3
5,1987,1,18.88,Lead  And Lead Compounds,0,STEELTON,1590.79,0,0,,CLEVELAND-CLIFFS STEELTON LLC,0,NA,0,,,0,0,,,0,40.226389,-76.848611,YORK,,,,0,,1,Reported,N420,17113BTHLHFRONT,11.24
8,1987,1,5703,Naphthalene,0,TRAINER,10.1,0,0,,MONROE ENERGY LLC-TRAINER REFINERY,0,NA,1,,,0,0,,,0,39.829311,-75.401169,EL DORADO,CORUNNA,GREENCASTLE,,0,,1,Reported,91203,19061BPLCMPOSTR,4
30,1987,1,1.24,Lead  And Lead Compounds,1,MIDDLETOWN,0,0,0,,LIBRANDI'S MACHINE INC,0,NA,0,,,0,0,,,0,40.19522,-76.7413,POTTSVILLE,,,,0,,1,Reported,N420,1705WLBRND93AIR,0
50,1987,1,0,Hydrochloric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),0,STROUDSBURG,0,0,0,,BIOSPECTRA INC,0,NA,0,,,0,0,,,0,40.974581,-75.237047,,,,,0,,,Reported,7647010,1836WBSPCTRR2BX,0
30,1987,1,0,1 2 4-Trimethylbenzene,0,OAKMONT,0,0,0,,BRENNTAG NORTHEAST OAKMONT FACILITY,0,NA,0,,,0,0,,,0,40.52845,-79.83887,,,,,0,,,Reported,95636,1513WBRNNT185AB,0
17400,1987,1,23,Arsenic compounds,0,NEW FLORENCE,0,0,0,,SEWARD POWER PLANT,0,NA,0,,,0,0,,,0,40.405644,-79.033262,,,,,0,,1,Reported,N020,15944SWRDS595PL,2
30,1987,1,0,Certain glycol ethers,0,MONTOURSVILLE,0,0,0,,CHEMCOAT INC,0,NA,0,,,0,0,,,0,41.24564,-76.94396,LEWISBERRY,,,,0,,1,Reported,N230,17754CHMCTRD3BO,0
50,1987,1,0.99,Lead,0,CRANBERRY TOWNSHIP,0,0,0,,MSA SAFETY PITTSBURGH MANUFACTURING LLC,0,NA,0,,,0,0,,,0,40.677981,-80.086084,ALTOONA,AVON,ASHTABULA,,0,,1,Reported,7439921,16066MNSFT1000C,0
50,1987,1,0,Chromium,0,MCKEESPORT,0,0,0,,DB PIPE LLC,0,NA,0,,,0,0,,,0,40.351806,-79.865997,WEST MIFFLIN,,,,0,,1,Reported,7440473,1513WMCKSP314TH,0
50,1987,1,2.77,Hexachlorobenzene,0,BATH,0,0,0,,KEYSTONE CEMENT CO,0,NA,0,,,0,0,,,0,40.7159,-75.3985,CATLETTSBURG,MIDDLESEX,,,0,,1,Reported,118741,18014KYSTNRT329,0
50,1987,1,250.006,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,BATH,250,0,0,,KEYSTONE CEMENT CO,0,NA,0,,,0,0,,,0,40.7159,-75.3985,MIDDLESEX,WEST CHESTER,FLANDERS,,0,,1,Reported,N090,18014KYSTNRT329,0
25,1987,1,747,Dichlorobromomethane,0,WILLIAMSPORT,0,0,0,,LONZA GROUP INC,0,NA,0,,,0,0,,,0,41.230556,-77.080556,,,,,0,,1,Reported,75274,17701LNZNC3500T,0
30,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,MOUNTAIN TOP,0,0,0,,FAIRCHILD SEMICONDUCTOR,0,NA,0,,,0,0,,,0,41.14168,-75.89399,,,,,0,,1,Reported,N511,18707GSLDS125CR,0
30,1987,1,0.146,Lead,0,READING,0,0,0,,GAI-TRONICS CORP,0,NA,0,,,0,0,,,0,40.3811,-75.91982,ALTOONA,,,,0,,1,Reported,7439921,1960WGTRNC33KUT,0
50,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,FAIRLESS HILLS,0,0,0,,ABINGTON RELDAN METALS LLC,0,NA,0,,,0,0,,,0,40.167155,-74.759912,HAMBURG,,,,0,,1,Reported,N511,1903WBNGTN55LDB,0
50,1987,1,3,Nitric acid,0,YORK,0,0,0,,ENVIRITE OF PENNSYLVANIA INC,0,NA,0,,,0,0,,,0,39.986769,-76.748829,,,,,0,,1,Reported,7697372,17404NVRTF730VO,0
50,1987,1,0,Copper,0,HADLEY,0,0,0,,COMPONENT INTERTECHNOLOGIES INC,0,NA,0,,,0,0,,,0,41.387225,-80.217035,PITTSBURGH,,,,0,,1,Reported,7440508,16130GTCRPRD2RO,0
50,1987,1,880,Benzene,0,ALTOONA,0,0,0,,ALTOONA TERMINALS - DE LLC/ALTOONA TERMINAL,0,NA,0,,,0,0,,,0,40.45739,-78.431264,CARNEGIE,,,,0,,1,Reported,71432,1660WLTNTRBURNS,8
30,1987,1,28,Chromium,0,ANNVILLE,0,0,0,,BLUESCOPE BUILDINGS NA,0,NA,0,,,0,0,,,0,40.33748,-76.49927,LEBANON,,,,0,,1,Reported,7440473,1700WBLSCP4NRTH,0
530,1987,1,1,Nickel  And Nickel Compounds,0,FAIRLESS HILLS,0,0,0,,US STEEL FAIRLESS HILLS WORKS,0,NA,0,,,0,0,,,0,40.17182,-74.850518,MORRISVILLE,,,,0,,1,Reported,N495,19030SSFRLMAILS,8
50,1987,1,10,Copper,0,EIGHTY FOUR,0,0,0,,AMETEK SPECIALTY METAL PRODUCTS,0,NA,0,,,0,0,,,0,40.196693,-80.133478,,,,,0,,1,Reported,7440508,15330MTKNCRT519,0
50,1987,1,22,Cobalt,0,IRWIN,0,0,0,,KENNAMETAL INC,1,NA,0,,,0,0,,,0,40.298668,-79.668996,GURLEY,HUNTSVILLE,,,0,,1,Reported,7440484,15642CRBDCPOBOX,0
50,1987,1,0,Chromium,0,GROVE CITY,2,0,0,,GE TRANSPORTATION GROVE CITY UX PLANT,0,NA,1,,,0,0,,,0,41.16952,-80.066197,ERIE,EVANS CITY,INDIANAPOLIS,,0,,1,Reported,7440473,1612WGTRNS66BAR,0
30,1987,1,1.7,Cobalt  And Cobalt Compounds,0,NEW CASTLE,164,0,0,,ELLWOOD QUALITY STEELS CO,0,NA,0,,,0,0,,,0,40.99341,-80.34696,LOWELVILLE,NEW CASTLE,BELLEVILLE,,0,,1,Reported,N096,16101LLWDD700MO,0.3
100,1987,1,1539,Nickel  And Nickel Compounds,0,LATROBE,0,0,0,,ATI FLAT ROLLED PRODUCTS LLC-LATROBE PLANT,0,NA,0,,,0,0,,,0,40.329633,-79.370537,OREGON,ELLWOOD CITY,,,0,,1,Reported,N495,15650TLDYNROUTE,1
20,1987,1,1352,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,NEW CASTLE,0,0,0,,AMG TITANIUM ALLOYS & COATINGS,0,NA,0,,,0,0,,,0,41.0136,-80.3874,,,,,0,,1,Reported,N090,1610WNTRNT27FRE,0
30,1987,1,0,Methanol,0,BELLEFONTE,0,0,0,,THERMO FISHER SCIENTIFIC,1,NA,0,,,0,0,,,0,40.88668,-77.77555,MIDDLESEX,,,,0,,1,Reported,67561,1682WTHRMF32RLL,0
30,1987,1,2848,Dichloromethane,1,PITTSBURGH,0,0,0,,PRESSURE CHEMICAL CO,0,NA,0,,,0,0,,,0,40.46327,-79.96851,DETROIT,PAULDING,,,0,,1,Reported,75092,15201PRSSR3419S,0
50,1995,1,6,Polycyclic aromatic compounds,0,YORK,2,0,0,,MAGNESITA REFRACTORIES CO,0,NA,0,,,0,6,,,0,39.938074,-76.814664,CONESTOGA,,,,0,C ,0,Reported,N590,17404JBKRC320NO,0
30,1987,1,0,4 4'-Isopropylidenediphenol,0,SKIPPACK,0,0,0,,PALMER INTERNATIONAL INC,0,NA,1,,,0,0,,,0,40.23668,-75.41412,WEST CHESTER,,,,0,,1,Reported,80057,19474PLMRNLUCON,0
50,1987,1,103,Nitric acid,0,MC CONNELLSBURG,0,0,0,,JLG INDUSTRIES INC 1 JLG DRIVE FACILITY,0,NA,0,,,0,0,,,0,39.92411,-77.98605,,,,,0,,1,Reported,7697372,17233JLGNDJLGDR,0
10,1987,1,89.4,Toluene,0,BRISTOL,0,0,0,,ROHM & HAAS CHEMICALS LLC,0,NA,0,,,0,0,,,0,40.09384,-74.87413,DETROIT,HATFIELD,FAIRLESS HILLS,,0,,1,Reported,108883,19007RHMNDOLDRT,0.69
100,1987,1,0,Diethanolamine,0,CASTANEA,400,0,0,,WSP SOLVAY GROUP,0,NA,0,,,0,0,,,0,41.12135,-77.4376,ELIZABETHPORT,MCELHATTAN,,,0,,1,Reported,111422,17726QNTMCBROWN,0
10,2000,1,8.25,Vanadium compounds,0,CHESTER,0,0,0,,KIMBERLY-CLARK PENNSYLVANIA L LC,0,NA,0,,,0,0,,,0,39.84341,-75.36069,WILKES-BARRE,,,,0,,1,Reported,N770,19013SCTTPFRONT,0
50,1987,1,2,Copper compounds,0,PITTSBURGH,4250,0,0,,MCCONWAY & TORLEY LLC PLT 1801,0,NA,0,,,0,0,,,0,40.478427,-79.961293,DUQUESNE,MINGO JUNCTION,CANTON,,0,,1,Reported,N100,15201MCCNW10948,32
30,1987,1,8,Nickel,0,OIL CITY,0,0,81,,WEBCO INDUSTRIES INC OIL CITY TUBE DIV,0,NA,0,,,0,0,,,0,41.43817,-79.70921,OIL CITY,YOUNGSTOWN,AUSTINTOWN,,0,,1,Reported,7440020,1630WWBCND363SE,2
25,1995,1,0,Boron trifluoride,0,PITTSBURGH,0,0,0,,NEVILLE CHEMICAL CO,0,NA,0,,,0,0,,,0,40.502778,-80.099167,,,,,0,,,Reported,7637072,15225NVLLC2800N,0
30,1987,1,250,Cobalt,0,BEDFORD,0,0,0,,KENNAMETAL BEDFORD CASTING PLANT,0,NA,0,,,0,0,,,0,40.032778,-78.487222,HUNTSVILLE,,,,0,,1,Reported,7440484,15522KNNMTRD1CH,0
30,1987,1,248,Aluminum (fume or dust),0,EASTON,37250,0,0,,VICTAULIC CO-FORKS FACILITY,0,NA,0,,,0,0,,,0,40.75875,-75.23377,WHITEHALL,BIRDSBORO,MILLVILLE,,0,,1,Reported,7429905,18042VCTLC4901K,0
10,1987,1,13,Manganese compounds,0,SAINT MARYS,0,0,0,,AMPHENOLTHERMOMETRICS INC,0,NA,1,,,0,0,,,0,41.4567,-78.5592,AVON,,,,0,,1,Reported,N450,15857KYSTN973WI,0
30,1987,1,0.016,Arsenic compounds,0,LAURELDALE,0,0,0,,YUASA BATTERY INC,0,NA,1,,,0,0,,,0,40.38261,-75.91071,BOSS,,,,0,,1,Reported,N020,19605YSXDBMONTR,0
30,1987,1,254,Zinc compounds,0,ERIE,0,0,0,,BASF CORP,0,NA,1,,,0,0,,,0,42.131944,-80.045833,OREGON,,,,0,,1,Reported,N982,16503CLSCT1707G,1
30,1987,1,40.99,Chromium,0,FRANKLIN,0,0,0,,FRANKLIN BRONZE PRECISION COMPONENTS,0,NA,0,,,0,0,,,0,41.40294,-79.84805,GLENSHAW,ERIE,,,0,,1,Reported,7440473,1632WFRNKL655GR,0
50,1987,1,0,Manganese,0,AVONMORE,441,0,0,,AKERS NATIONAL ROLL,2,NA,0,,,0,0,,,0,40.533463,-79.470361,CORAL,,,,0,,1,Reported,7439965,15618NTNLRRAILR,0
50,1987,1,88,Nickel,0,CHESWICK,0,0,0,,CURTISS WRIGHT ELECTRO MECH CORP,0,NA,0,,,0,0,,,0,40.55104,-79.80933,INDIANAPOLIS,SEWARD,SEGUIN,,0,,1,Reported,7440020,1502WCRTSS1WRIG,0
30,1987,1,0,Chlorine,0,MARS,0,0,0,,JAMES AUSTIN CO,0,NA,0,,,0,0,,,0,40.68074,-79.99957,,,,,0,,1,Reported,7782505,16046JMSSTMARSV,0
8,1987,1,32,Dibutyl phthalate,0,MONTGOMERYVILLE,0,0,0,,ITW PERFORMANCE POLYMERS,0,NA,0,,,0,0,,,0,40.232891,-75.224869,PHILADELPHIA,,,,0,,1,Reported,84742,18936TWPHL130CO,0
18550,1987,1,263040,Ammonia,0,CLAIRTON,0,0,0,,USS-CLAIRTON PLANT,0,NA,0,,,0,0,,,0,40.305088,-79.876911,EAST LIVERPOOL,,,,0,,1,Reported,7664417,15025SSCLR400ST,447
50,1987,1,19.286123,Lead compounds,0,KANE,0,0,0,,COLLINS PINE CO KANE HARDWOOD SAWMILL,0,NA,0,,,0,0,,,0,41.675123,-78.827073,,,,,0,,1,Reported,N420,1673WKNHRD95HAR,0
50,1987,1,0,Ethylbenzene,0,MONTOURSVILLE,0,0,0,,SUPERIOR PLUS ENERGY SERVICES-MONTOURSVILLE,0,NA,0,,,0,0,,,0,41.25045,-76.93337,,,,,0,,,Reported,100414,17754SNCNC112BR,0
17400,1987,1,759,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,HOMER CITY,0,0,0,,HOMER CITY GENERATION LP,0,NA,0,,,0,4356,,,0,40.511254,-79.194364,,,,,0,M2,0,Reported,N090,15748MHMRC1750P,19
300,1995,1,0,Polycyclic aromatic compounds,0,MIDLAND,0,0,0,,MPLX TERMINALS LLC - MIDLAND PA TERMINAL,0,NA,0,,,0,0,,,0,40.630132,-80.44152,,,,,0,,1,Reported,N590,15059MDLNDRTE68,0
30,1995,1,0,Sodium nitrite,0,READING,0,0,0,,BRENNTAG NORTHEAST LLC,0,NA,0,,,0,0,,,0,40.41702,-75.93381,,,,,0,,,Reported,7632000,19605TXTLCPOTTS,0
10,1987,1,7.62,Nickel,0,BURGETTSTOWN,121,0,0,,UNION ELECTRIC STEEL CORP,0,NA,0,,,0,0,,,0,40.4077,-80.4053,OREGON,,,,0,,1,Reported,7440020,15021NNLCTPOBOX,0
30,1987,1,2829,Xylene (mixed isomers),0,VALENCIA,0,0,0,,VORTEQ VALENCIA LLC,0,NA,0,,,0,0,,,0,40.72393,-79.93278,CLEVELAND,NEW KENSINGTON,,,0,,1,Reported,1330207,16059NPCNCMCFAN,0
30,1987,1,0,Nickel,0,FRANKLIN,0,0,0,,LATROBE SPECIALTY METALS - SANDY CREEK,0,NA,0,,,0,0,,,0,41.35409,-79.86649,LATROBE,,,,0,,1,Reported,7440020,16323LTRBS1680D,0
100,1987,1,5496,Xylene (mixed isomers),0,ROCHESTER,279,0,0,,SHERWIN-WILLIAMS CO,0,NA,0,,,0,0,,,0,40.7115,-80.2885,DETROIT,GRAFTON,,,0,,1,Reported,1330207,15074THVLS372CL,0
17630,1987,1,10,Copper,0,CHAMBERSBURG,30,0,0,,BWISE TRAILERS,0,NA,0,,,0,0,,,0,39.913173,-77.65478,GETTYSBURG,,,,0,,1,Reported,7440508,1720WBWSTR12WAY,5
1000,1987,1,37,Chromium,0,COATESVILLE,0,0,0,,WIRE & CABLE SPECIALTIES INC,0,NA,1,,,0,0,,,0,39.99221,-75.86539,PHILADELPHIA,,,,0,,1,Reported,7440473,1932WWRCBL44HIG,0
50,1987,1,10,Manganese,0,TITUSVILLE,23,0,0,,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,0,NA,0,,,0,0,,,0,41.62677,-79.66052,KERSEY,,,,0,,1,Reported,7439965,16354NVRSL121CA,0
30,1987,1,0,Nickel compounds,0,HATFIELD,0,0,0,,PENN COLOR INC,0,NA,0,,,0,0,,,0,40.29564,-75.29828,,,,,0,,,Reported,N495,19440PNNCL2755B,0
6,1987,1,6424,Dichloromethane,1,TYRONE,0,0,0,,ALBEMARLE CORP,0,NA,0,,,0,0,,,0,40.693119,-78.230157,AVON,COHOES,,,0,,1,Reported,75092,16686QLTYCINDUS,0
17430,1987,1,0,Chromium,0,MOUNT UNION,0,0,0,,BONNEY FORGE CORP,0,NA,0,,,0,0,,,0,40.364444,-77.864722,LEWISTOWN,,,,0,,1,Reported,7440473,17066BNNYFRT522,0
25,1987,1,1000,Ammonia,0,NORTH EAST,0,0,0,,WELCH FOODS INC,0,NA,0,,,0,0,,,0,42.20796,-79.840394,,,,,0,,1,Reported,7664417,16428WLCHSSLAKE,0
8,1987,1,466,Toluene,1,MONTGOMERYVILLE,0,0,0,,SAINT GOBAIN ABRASIVES INC,0,NA,0,,,0,0,,,0,40.2309,-75.228271,CREEDMOOR,,,,0,,1,Reported,108883,18936MYCSN2CMME,0
378,1987,1,70,Nitric acid,0,TAMAQUA,0,0,0,,COPPERHEAD CHEMICAL CO INC,0,NA,0,,,0,0,,,0,40.741982,-75.978312,BLAINVILLE,,,,0,,1,Reported,7697372,18252CPPRH2RIVE,0
30,1987,1,0,Copper  And Copper Compounds,0,LEWISBERRY,58591,0,0,,CYCLE CHEM INC,0,NA,0,,,0,0,,,0,40.16756,-76.83789,YORK,,,,0,,1,Reported,N100,1733WCYCLC55IND,0
5,1987,1,127.41,Copper,0,RED LION,0,0,0,,TATE ACCESS FLOORS INC,0,NA,0,,,0,0,,,0,39.889192,-76.592442,TEMPLE,,,,0,,1,Reported,7440508,17356SGNTRSOUTH,1.4
